Prov,Road,Timestamp,Count,Min_PK,Max_PK,Bracket
Córdoba,A-4,2026-01-18T17:00:00Z,1,409.39,409.39,12:00-18:00
Girona,A-26,2026-01-17T10:00:00Z,1,73.763,73.763,06:00-12:00
Girona,C-25,2026-01-17T13:00:00Z,1,196.802,196.802,12:00-18:00
Girona,GI-400,2026-01-17T20:00:00Z,1,0.967,0.967,18:00-00:00
Girona,AP-7,2026-01-17T21:00:00Z,1,83.293,83.293,18:00-00:00
Girona,AP-7,2026-01-18T00:00:00Z,1,20.55,20.55,00:00-06:00
Girona,C-66,2026-01-18T01:00:00Z,1,8.004,8.004,00:00-06:00
Girona,C-152,2026-01-18T06:00:00Z,1,48.923,48.923,06:00-12:00
Girona,GI-400,2026-01-18T09:00:00Z,1,16.627,16.627,06:00-12:00
Girona,GI-623,2026-01-18T11:00:00Z,1,12.844,12.844,06:00-12:00
Girona,C-38,2026-01-18T12:00:00Z,1,4.246,4.246,12:00-18:00
Girona,N-260,2026-01-18T16:00:00Z,1,35.739,35.739,12:00-18:00
Granada,A-395,2026-01-17T10:00:00Z,1,15.934,15.934,06:00-12:00
Granada,N-340,2026-01-17T11:00:00Z,4,312.547,342.265,06:00-12:00
Granada,A-348,2026-01-17T12:00:00Z,1,65.682,65.682,12:00-18:00
Granada,A-92,2026-01-17T13:00:00Z,2,213.475,226.262,12:00-18:00
Granada,A-402,2026-01-17T19:00:00Z,1,24.034,24.034,18:00-00:00
Granada,N-340,2026-01-17T20:00:00Z,4,317.081,332.505,18:00-00:00
Granada,A-308,2026-01-17T21:00:00Z,4,5.033,34.488,18:00-00:00
Granada,A-403,2026-01-17T22:00:00Z,4,14.383,32.266,18:00-00:00
Granada,A-92,2026-01-17T23:00:00Z,1,222.186,222.186,18:00-00:00
Granada,A-92,2026-01-18T00:00:00Z,1,259.092,259.092,00:00-06:00
Granada,A-92,2026-01-18T01:00:00Z,4,241.382,259.442,00:00-06:00
Granada,N-340,2026-01-18T02:00:00Z,1,330.437,330.437,00:00-06:00
Granada,A-7,2026-01-18T03:00:00Z,1,880.338,880.338,00:00-06:00
Granada,GR-5206,2026-01-18T04:00:00Z,2,13.943,18.325,00:00-06:00
Granada,A-395,2026-01-18T05:00:00Z,6,3.348,29.915,00:00-06:00
Granada,A-44,2026-01-18T06:00:00Z,1,160.054,160.054,06:00-12:00
Granada,N-340,2026-01-18T07:00:00Z,4,330.575,339.146,06:00-12:00
Granada,GR-30,2026-01-18T08:00:00Z,3,8.762,13.854,06:00-12:00
Granada,A-7,2026-01-18T09:00:00Z,7,875.067,910.566,06:00-12:00
Granada,A-4132,2026-01-18T10:00:00Z,4,6.634,17.029,06:00-12:00
Granada,N-340,2026-01-18T11:00:00Z,6,309.1,323.486,06:00-12:00
Granada,A-44,2026-01-18T12:00:00Z,8,109.341,183.576,12:00-18:00
Granada,A-346,2026-01-18T16:00:00Z,1,10.408,10.408,12:00-18:00
Granada,N-432,2026-01-18T17:00:00Z,2,418.334,420.629,12:00-18:00
Guadalajara,A-2,2026-01-17T10:00:00Z,3,40.451,53.288,06:00-12:00
Guadalajara,A-2,2026-01-17T11:00:00Z,1,40.223,40.223,06:00-12:00
Guadalajara,CM-2004,2026-01-17T12:00:00Z,1,21.575,21.575,12:00-18:00
Guadalajara,A-2,2026-01-17T13:00:00Z,2,42.405,104.194,12:00-18:00
Guadalajara,GU-105,2026-01-17T19:00:00Z,1,1.082,1.082,18:00-00:00
Guadalajara,A-2,2026-01-17T20:00:00Z,1,42.673,42.673,18:00-00:00
Guadalajara,N-320,2026-01-17T21:00:00Z,2,229.682,243.945,18:00-00:00
Guadalajara,CM-1101,2026-01-18T00:00:00Z,3,0.081,10.827,00:00-06:00
Guadalajara,N-320a,2026-01-18T02:00:00Z,1,248.731,248.731,00:00-06:00
Guadalajara,CM-2004,2026-01-18T03:00:00Z,3,18.283,21.285,00:00-06:00
Guadalajara,A-2,2026-01-18T04:00:00Z,3,45.417,51.03,00:00-06:00
Guadalajara,CM-10,2026-01-18T09:00:00Z,1,0,0,06:00-12:00
Guadalajara,A-2,2026-01-18T10:00:00Z,1,41.32,41.32,06:00-12:00
Guadalajara,A-2,2026-01-18T11:00:00Z,1,93.427,93.427,06:00-12:00
Guadalajara,CM-1004,2026-01-18T12:00:00Z,2,24.237,24.977,12:00-18:00
Huelva,A-492,2026-01-17T10:00:00Z,1,1.976,1.976,06:00-12:00
Huelva,A-495a,2026-01-17T11:00:00Z,2,0.349,0.509,06:00-12:00
Huelva,A-472,2026-01-17T12:00:00Z,1,27.271,27.271,12:00-18:00
Huelva,N-431,2026-01-17T13:00:00Z,2,110.508,112.395,12:00-18:00
Huelva,A-496,2026-01-17T20:00:00Z,2,10.64,16.657,18:00-00:00
Huelva,HU-5101,2026-01-17T21:00:00Z,1,10.254,10.254,18:00-00:00
Huelva,A-49,2026-01-17T22:00:00Z,4,38.02,123.257,18:00-00:00
Huelva,N-431,2026-01-17T23:00:00Z,4,89.412,130.376,18:00-00:00
Huelva,A-492,2026-01-18T00:00:00Z,1,2.308,2.308,00:00-06:00
Huelva,A-5000,2026-01-18T01:00:00Z,4,8.952,9.736,00:00-06:00
Huelva,A-474,2026-01-18T02:00:00Z,1,41.102,41.102,00:00-06:00
Huelva,A-49,2026-01-18T03:00:00Z,2,57.47,72.065,00:00-06:00
Huelva,A-49,2026-01-18T04:00:00Z,2,35.378,73.352,00:00-06:00
Huelva,A-49,2026-01-18T05:00:00Z,1,62.6,62.6,00:00-06:00
Huelva,A-49,2026-01-18T06:00:00Z,1,49.187,49.187,06:00-12:00
Huelva,A-49,2026-01-18T07:00:00Z,2,35.344,75.289,06:00-12:00
Huelva,N-431,2026-01-18T08:00:00Z,2,111.972,131,06:00-12:00
Huelva,A-49,2026-01-18T09:00:00Z,2,39.727,44.81,06:00-12:00
Huelva,N-435,2026-01-18T10:00:00Z,3,174.508,187.797,06:00-12:00
Huelva,N-435,2026-01-18T11:00:00Z,5,166.953,182.685,06:00-12:00
Huelva,A-49,2026-01-18T12:00:00Z,2,77.186,78.065,12:00-18:00
Huelva,A-49,2026-01-18T16:00:00Z,1,58.546,58.546,12:00-18:00
Huelva,A-493,2026-01-18T17:00:00Z,1,2.979,2.979,12:00-18:00
Huesca,A-2606,2026-01-17T12:00:00Z,3,8.337,9.507,12:00-18:00
Huesca,N-230,2026-01-17T13:00:00Z,1,148.651,148.651,12:00-18:00
Huesca,N-211,2026-01-17T19:00:00Z,1,319.365,319.365,18:00-00:00
Huesca,N-330,2026-01-17T20:00:00Z,1,652.296,652.296,18:00-00:00
Huesca,A-1235,2026-01-17T21:00:00Z,1,2.228,2.228,18:00-00:00
Huesca,A-136,2026-01-17T22:00:00Z,1,6.389,6.389,18:00-00:00
Huesca,N-123,2026-01-17T23:00:00Z,1,17.168,17.168,18:00-00:00
Huesca,N-330b,2026-01-18T00:00:00Z,1,673.339,673.339,00:00-06:00
Huesca,A-23,2026-01-18T01:00:00Z,3,347.959,353.996,00:00-06:00
Huesca,A-23,2026-01-18T02:00:00Z,6,347.935,356.018,00:00-06:00
Huesca,N-330,2026-01-18T03:00:00Z,3,559.534,567.784,00:00-06:00
Huesca,N-330a,2026-01-18T04:00:00Z,1,629.768,629.768,00:00-06:00
Huesca,A-131,2026-01-18T05:00:00Z,1,87.077,87.077,00:00-06:00
Huesca,A-131,2026-01-18T07:00:00Z,4,85.148,93.713,06:00-12:00
Huesca,A-136,2026-01-18T08:00:00Z,4,3.781,20.027,06:00-12:00
Huesca,A-136,2026-01-18T09:00:00Z,1,10.018,10.018,06:00-12:00
Huesca,A-136,2026-01-18T10:00:00Z,3,0.153,11.54,06:00-12:00
Huesca,A-136,2026-01-18T11:00:00Z,2,16.722,19.87,06:00-12:00
Huesca,A-136,2026-01-18T12:00:00Z,3,7.418,13.226,12:00-18:00
Huesca,A-131,2026-01-18T16:00:00Z,1,74.046,74.046,12:00-18:00
Huesca,N-240,2026-01-18T17:00:00Z,1,143.142,143.142,12:00-18:00
Illes Balears,EI-300,2026-01-17T10:00:00Z,1,17.493,17.493,06:00-12:00
Illes Balears,EI-600,2026-01-17T11:00:00Z,2,1.399,1.924,06:00-12:00
Illes Balears,EI-100a,2026-01-17T12:00:00Z,1,0.227,0.227,12:00-18:00
Illes Balears,EI-600,2026-01-17T13:00:00Z,2,1.395,2.152,12:00-18:00
Illes Balears,Ma-30,2026-01-17T19:00:00Z,1,5.399,5.399,18:00-00:00
Illes Balears,Ma-30,2026-01-17T20:00:00Z,1,3.151,3.151,18:00-00:00
Illes Balears,Ma-15,2026-01-17T21:00:00Z,1,22.131,22.131,18:00-00:00
Illes Balears,Ma-13,2026-01-17T22:00:00Z,1,7.012,7.012,18:00-00:00
Illes Balears,EI-800a,2026-01-17T23:00:00Z,1,0.483,0.483,18:00-00:00
Illes Balears,Ma-13,2026-01-18T01:00:00Z,6,13.643,45.403,00:00-06:00
Illes Balears,Ma-13,2026-01-18T02:00:00Z,5,10.725,38.831,00:00-06:00
Illes Balears,Ma-2031,2026-01-18T03:00:00Z,1,0.498,0.498,00:00-06:00
Illes Balears,Ma-1046,2026-01-18T04:00:00Z,1,2.289,2.289,00:00-06:00
Illes Balears,Ma-13,2026-01-18T05:00:00Z,1,25.643,25.643,00:00-06:00
Illes Balears,Ma-15D,2026-01-18T06:00:00Z,2,4.256,4.747,06:00-12:00
Illes Balears,Ma-19,2026-01-18T07:00:00Z,5,0.525,3.805,06:00-12:00
Illes Balears,Ma-13,2026-01-18T08:00:00Z,10,9.164,24.193,06:00-12:00
Illes Balears,EI-200,2026-01-18T09:00:00Z,3,2.502,6.689,06:00-12:00
Illes Balears,Ma-13,2026-01-18T10:00:00Z,3,20.637,46.992,06:00-12:00
Illes Balears,Ma-1,2026-01-18T11:00:00Z,2,12.103,16.904,06:00-12:00
Illes Balears,Ma-19,2026-01-18T12:00:00Z,3,1.614,19.865,12:00-18:00
Illes Balears,EI-800b,2026-01-18T16:00:00Z,1,2.338,2.338,12:00-18:00
Illes Balears,Ma-15,2026-01-18T17:00:00Z,1,68.288,68.288,12:00-18:00
Jaén,A-6300,2026-01-17T11:00:00Z,2,0.347,3.046,06:00-12:00
Jaén,A-311,2026-01-17T12:00:00Z,1,4.232,4.232,12:00-18:00
Jaén,A-4,2026-01-17T13:00:00Z,1,266.816,266.816,12:00-18:00
Jaén,A-6302,2026-01-17T19:00:00Z,1,2.284,2.284,18:00-00:00
Jaén,A-316,2026-01-17T20:00:00Z,2,36.6,51.965,18:00-00:00
Jaén,N-432a,2026-01-17T21:00:00Z,2,360.087,361.198,18:00-00:00
Jaén,A-44,2026-01-17T22:00:00Z,4,40.202,59.516,18:00-00:00
Jaén,A-316,2026-01-17T23:00:00Z,4,58.629,74.01,18:00-00:00
Jaén,A-316,2026-01-18T00:00:00Z,5,54.522,72.421,00:00-06:00
Jaén,A-316,2026-01-18T01:00:00Z,4,74.015,90.711,00:00-06:00
Jaén,N-322,2026-01-18T05:00:00Z,2,212.802,217.7,00:00-06:00
Jaén,A-32,2026-01-18T06:00:00Z,6,38.255,78.957,06:00-12:00
Jaén,A-316,2026-01-18T07:00:00Z,6,16.001,95.486,06:00-12:00
Jaén,A-44,2026-01-18T08:00:00Z,3,22.574,64.493,06:00-12:00
Jaén,A-4,2026-01-18T09:00:00Z,7,297.744,338.475,06:00-12:00
Jaén,A-6050,2026-01-18T10:00:00Z,6,1.931,14.649,06:00-12:00
Jaén,A-6050,2026-01-18T11:00:00Z,6,9.537,16.414,06:00-12:00
Jaén,A-319,2026-01-18T12:00:00Z,3,66.903,74.745,12:00-18:00
Jaén,A-315,2026-01-18T17:00:00Z,1,68.435,68.435,12:00-18:00
La Rioja,N-232,2026-01-17T11:00:00Z,1,398.24,398.24,06:00-12:00
La Rioja,LO-20,2026-01-17T12:00:00Z,1,13.024,13.024,12:00-18:00
La Rioja,LR-115,2026-01-17T13:00:00Z,1,14.445,14.445,12:00-18:00
La Rioja,AP-68,2026-01-18T06:00:00Z,1,129.7,129.7,06:00-12:00
La Rioja,AP-68,2026-01-18T07:00:00Z,2,160.756,161.611,06:00-12:00
La Rioja,LR-280,2026-01-18T08:00:00Z,1,2.22,2.22,06:00-12:00
La Rioja,N-111,2026-01-18T09:00:00Z,4,283.576,295.197,06:00-12:00
La Rioja,LO-20,2026-01-18T10:00:00Z,1,8.396,8.396,06:00-12:00
La Rioja,LR-254,2026-01-18T11:00:00Z,2,0.369,5.958,06:00-12:00
La Rioja,N-232,2026-01-18T12:00:00Z,2,396.39,396.39,12:00-18:00
La Rioja,LR-115,2026-01-18T17:00:00Z,1,23.941,23.941,12:00-18:00
Las Palmas,FV-1,2026-01-17T10:00:00Z,1,11.644,11.644,06:00-12:00
Las Palmas,FV-1,2026-01-17T11:00:00Z,1,11.202,11.202,06:00-12:00
Las Palmas,GC-1,2026-01-17T12:00:00Z,1,7.103,7.103,12:00-18:00
Las Palmas,GC-1,2026-01-17T13:00:00Z,1,19.295,19.295,12:00-18:00
Las Palmas,GC-1,2026-01-17T19:00:00Z,1,40.519,40.519,18:00-00:00
Las Palmas,GC-1,2026-01-17T20:00:00Z,3,10.28,32.264,18:00-00:00
Las Palmas,GC-1,2026-01-17T21:00:00Z,3,4.54,52.307,18:00-00:00
Las Palmas,GC-100,2026-01-17T22:00:00Z,3,0.64,1.659,18:00-00:00
Las Palmas,GC-2,2026-01-17T23:00:00Z,3,11.49,20.192,18:00-00:00
Las Palmas,GC-23,2026-01-18T00:00:00Z,2,0.208,2.769,00:00-06:00
Las Palmas,GC-1,2026-01-18T01:00:00Z,1,15.14,15.14,00:00-06:00
Las Palmas,GC-15,2026-01-18T02:00:00Z,1,4.124,4.124,00:00-06:00
Las Palmas,GC-100,2026-01-18T03:00:00Z,1,23.222,23.222,00:00-06:00
Las Palmas,GC-1,2026-01-18T06:00:00Z,2,5.723,20.73,06:00-12:00
Las Palmas,GC-1,2026-01-18T07:00:00Z,1,8.416,8.416,06:00-12:00
Las Palmas,GC-100,2026-01-18T08:00:00Z,2,24.649,27.857,06:00-12:00
Las Palmas,GC-191,2026-01-18T09:00:00Z,2,0.042,1.423,06:00-12:00
Las Palmas,GC-15,2026-01-18T10:00:00Z,5,0.621,3.26,06:00-12:00
Las Palmas,GC-1,2026-01-18T11:00:00Z,4,5.021,11.402,06:00-12:00
Las Palmas,GC-2,2026-01-18T12:00:00Z,8,9.716,31.869,12:00-18:00
Las Palmas,GC-200,2026-01-18T16:00:00Z,1,58.732,58.732,12:00-18:00
Las Palmas,GC-1,2026-01-18T17:00:00Z,3,28.385,33.174,12:00-18:00
León,N-120,2026-01-17T10:00:00Z,2,302.672,338.012,06:00-12:00
León,A-60,2026-01-17T11:00:00Z,2,126.029,126.194,06:00-12:00
León,LE-420,2026-01-17T12:00:00Z,1,24.026,24.026,12:00-18:00
León,CL-622,2026-01-17T13:00:00Z,1,40.636,40.636,12:00-18:00
León,LE-3309,2026-01-17T19:00:00Z,1,0.548,0.548,18:00-00:00
León,AP-66,2026-01-17T20:00:00Z,1,126.59,126.59,18:00-00:00
León,CL-621,2026-01-17T21:00:00Z,3,36.48,46.241,18:00-00:00
León,A-6,2026-01-17T22:00:00Z,3,371.939,393.194,18:00-00:00
León,A-66,2026-01-17T23:00:00Z,2,148.117,149.238,18:00-00:00
León,LE-420,2026-01-18T00:00:00Z,1,24.014,24.014,00:00-06:00
León,LE-331,2026-01-18T01:00:00Z,1,36.315,36.315,00:00-06:00
León,LE-331,2026-01-18T02:00:00Z,3,34.92,39.742,00:00-06:00
León,LE-3308,2026-01-18T03:00:00Z,1,0.749,0.749,00:00-06:00
León,CHMS-1,2026-01-18T06:00:00Z,1,10.869,10.869,06:00-12:00
León,A-6,2026-01-18T07:00:00Z,2,282.392,292.159,06:00-12:00
León,LE-711,2026-01-18T08:00:00Z,1,23.616,23.616,06:00-12:00
León,A-66,2026-01-18T09:00:00Z,6,178.709,192.673,06:00-12:00
León,LE-2604,2026-01-18T10:00:00Z,1,0.209,0.209,06:00-12:00
León,CL-631,2026-01-18T11:00:00Z,1,59.243,59.243,06:00-12:00
León,A-6,2026-01-18T12:00:00Z,1,319.124,319.124,12:00-18:00
León,A-231,2026-01-18T16:00:00Z,1,13.623,13.623,12:00-18:00
Lleida,C-26,2026-01-17T10:00:00Z,1,39.941,39.941,06:00-12:00
Lleida,A-2,2026-01-17T11:00:00Z,1,465.889,465.889,06:00-12:00
Lleida,A-2,2026-01-17T12:00:00Z,1,466.745,466.745,12:00-18:00
Lleida,A-2,2026-01-17T13:00:00Z,1,530.225,530.225,12:00-18:00
Lleida,C-12,2026-01-17T20:00:00Z,1,168.623,168.623,18:00-00:00
Lleida,A-2,2026-01-17T21:00:00Z,1,492.515,492.515,18:00-00:00
Lleida,N-240,2026-01-17T23:00:00Z,1,95.595,95.595,18:00-00:00
Lleida,C-14,2026-01-18T02:00:00Z,1,118.73,118.73,00:00-06:00
Lleida,C-451,2026-01-18T03:00:00Z,1,21.143,21.143,00:00-06:00
Lleida,A-2,2026-01-18T08:00:00Z,1,462.065,462.065,06:00-12:00
Lleida,AP-2,2026-01-18T10:00:00Z,1,176.69,176.69,06:00-12:00
Lleida,A-2,2026-01-18T12:00:00Z,1,493.146,493.146,12:00-18:00
Lleida,A-2,2026-01-18T17:00:00Z,1,515.878,515.878,12:00-18:00
Lugo,A-6,2026-01-17T10:00:00Z,1,495.18,495.18,06:00-12:00
Lugo,LU-P-1611,2026-01-17T11:00:00Z,1,7.349,7.349,06:00-12:00
Lugo,LU-740,2026-01-17T12:00:00Z,1,1.099,1.099,12:00-18:00
Lugo,LU-130,2026-01-17T13:00:00Z,1,0.019,0.019,12:00-18:00
Lugo,LU-11,2026-01-17T19:00:00Z,1,1.932,1.932,18:00-00:00
Lugo,A-6,2026-01-17T20:00:00Z,2,498.936,499.764,18:00-00:00
Lugo,LU-740,2026-01-17T21:00:00Z,2,0.203,0.705,18:00-00:00
Lugo,N-6,2026-01-17T22:00:00Z,1,504.25,504.25,18:00-00:00
Lugo,LU-612,2026-01-17T23:00:00Z,1,19.905,19.905,18:00-00:00
Lugo,LU-P-6002,2026-01-18T00:00:00Z,1,7.546,7.546,00:00-06:00
Lugo,N-640,2026-01-18T01:00:00Z,1,92.558,92.558,00:00-06:00
Lugo,N-640,2026-01-18T02:00:00Z,2,82.359,82.812,00:00-06:00
Lugo,A-6,2026-01-18T03:00:00Z,1,500.994,500.994,00:00-06:00
Lugo,LU-P-2801,2026-01-18T04:00:00Z,3,0.899,5.124,00:00-06:00
Lugo,N-640,2026-01-18T05:00:00Z,3,17.314,39.83,00:00-06:00
Lugo,LU-170,2026-01-18T07:00:00Z,2,1.849,6.39,06:00-12:00
Lugo,A-6,2026-01-18T08:00:00Z,1,492.72,492.72,06:00-12:00
Lugo,N-6,2026-01-18T09:00:00Z,3,490.682,499.067,06:00-12:00
Lugo,A-54,2026-01-18T10:00:00Z,1,11.335,11.335,06:00-12:00
Lugo,A-8,2026-01-18T11:00:00Z,1,573.573,573.573,06:00-12:00
Lugo,A-6,2026-01-18T12:00:00Z,3,438.462,523.1,12:00-18:00
Lugo,LU-P-3507,2026-01-18T16:00:00Z,1,10.824,10.824,12:00-18:00
Madrid,M-503,2026-01-17T10:00:00Z,3,7.897,12.409,06:00-12:00
Madrid,A-4,2026-01-17T11:00:00Z,6,7.11,26.103,06:00-12:00
Madrid,M-506,2026-01-17T12:00:00Z,4,8.539,22.19,12:00-18:00
Madrid,A-3,2026-01-17T13:00:00Z,4,3.994,26.663,12:00-18:00
Madrid,M-40,2026-01-17T19:00:00Z,3,13.279,30.59,18:00-00:00
Madrid,M-40,2026-01-17T20:00:00Z,6,12.521,38.24,18:00-00:00
Madrid,M-40,2026-01-17T21:00:00Z,15,8.902,48.829,18:00-00:00
Madrid,M-50,2026-01-17T22:00:00Z,9,8.192,59.551,18:00-00:00
Madrid,M-50,2026-01-17T23:00:00Z,6,53.582,83.857,18:00-00:00
Madrid,A-5,2026-01-18T00:00:00Z,5,6.228,13.072,00:00-06:00
Madrid,A-5,2026-01-18T01:00:00Z,7,13.19,36.643,00:00-06:00
Madrid,M-50,2026-01-18T02:00:00Z,8,23.895,81.041,00:00-06:00
Madrid,A-6,2026-01-18T03:00:00Z,4,30.408,33.923,00:00-06:00
Madrid,M-40,2026-01-18T04:00:00Z,7,29.958,42.83,00:00-06:00
Madrid,A-42,2026-01-18T05:00:00Z,9,3.832,29.302,00:00-06:00
Madrid,M-40,2026-01-18T06:00:00Z,5,12.827,47.632,06:00-12:00
Madrid,M-40,2026-01-18T07:00:00Z,10,0.503,29.971,06:00-12:00
Madrid,M-40,2026-01-18T08:00:00Z,6,12.59,59.544,06:00-12:00
Madrid,A-6,2026-01-18T09:00:00Z,12,18.35,38.883,06:00-12:00
Madrid,M-40,2026-01-18T10:00:00Z,5,16.595,32.568,06:00-12:00
Madrid,M-40,2026-01-18T11:00:00Z,12,10.862,60.015,06:00-12:00
Madrid,A-6,2026-01-18T12:00:00Z,8,14.019,37.783,12:00-18:00
Madrid,M-40,2026-01-18T16:00:00Z,4,16.267,60.791,12:00-18:00
Madrid,A-1,2026-01-18T17:00:00Z,1,11.731,11.731,12:00-18:00
Murcia,A-7,2026-01-17T10:00:00Z,1,586.56,586.56,06:00-12:00
Murcia,A-7,2026-01-17T11:00:00Z,2,556.801,563.324,06:00-12:00
Murcia,A-7,2026-01-17T12:00:00Z,1,583.657,583.657,12:00-18:00
Murcia,MU-33,2026-01-17T13:00:00Z,2,2.557,7.941,12:00-18:00
Murcia,A-30,2026-01-17T19:00:00Z,1,152.575,152.575,18:00-00:00
Murcia,A-7,2026-01-17T20:00:00Z,3,571.067,620.441,18:00-00:00
Murcia,A-7,2026-01-17T21:00:00Z,2,558.983,571.654,18:00-00:00
Murcia,A-30,2026-01-17T22:00:00Z,6,153.718,182.641,18:00-00:00
Murcia,AP-7,2026-01-17T23:00:00Z,3,788.52,802.058,18:00-00:00
Murcia,AP-7,2026-01-18T00:00:00Z,1,869.149,869.149,00:00-06:00
Murcia,MU-33,2026-01-18T01:00:00Z,2,1.766,5.329,00:00-06:00
Murcia,MU-33,2026-01-18T02:00:00Z,2,7.994,9.002,00:00-06:00
Murcia,MU-33,2026-01-18T03:00:00Z,1,4.179,4.179,00:00-06:00
Murcia,AP-7,2026-01-18T04:00:00Z,1,795.679,795.679,00:00-06:00
Murcia,N-301,2026-01-18T05:00:00Z,1,434.126,434.126,00:00-06:00
Murcia,A-30,2026-01-18T06:00:00Z,2,149.284,153.678,06:00-12:00
Murcia,RM-F30,2026-01-18T07:00:00Z,3,1.939,5.505,06:00-12:00
Murcia,A-7,2026-01-18T08:00:00Z,6,567.548,597.23,06:00-12:00
Murcia,MU-33,2026-01-18T09:00:00Z,4,6.879,13.109,06:00-12:00
Murcia,MU-32,2026-01-18T10:00:00Z,3,3.008,4.268,06:00-12:00
Murcia,A-7,2026-01-18T11:00:00Z,3,567.749,609.005,06:00-12:00
Murcia,A-30,2026-01-18T12:00:00Z,2,87.63,94.236,12:00-18:00
Murcia,A-30,2026-01-18T16:00:00Z,1,144.212,144.212,12:00-18:00
Murcia,A-7,2026-01-18T17:00:00Z,1,565.165,565.165,12:00-18:00
Málaga,A-357,2026-01-17T10:00:00Z,1,37.027,37.027,06:00-12:00
Málaga,A-7,2026-01-17T11:00:00Z,3,968.181,1010.162,06:00-12:00
Málaga,A-357,2026-01-17T12:00:00Z,3,47.257,67.066,12:00-18:00
Málaga,A-7,2026-01-17T13:00:00Z,3,977.038,1052.202,12:00-18:00
Málaga,A-7,2026-01-17T19:00:00Z,2,924.897,957.231,18:00-00:00
Málaga,A-7,2026-01-17T20:00:00Z,7,975.924,1056.985,18:00-00:00
Málaga,A-7,2026-01-17T21:00:00Z,8,952.243,1013.559,18:00-00:00
Málaga,A-7,2026-01-17T22:00:00Z,4,963.566,1066.006,18:00-00:00
Málaga,MA-6414,2026-01-17T23:00:00Z,2,3.188,4.01,18:00-00:00
Málaga,A-7,2026-01-18T00:00:00Z,3,973.542,1075.986,00:00-06:00
Málaga,A-7053,2026-01-18T01:00:00Z,2,13.233,14.03,00:00-06:00
Málaga,A-7,2026-01-18T02:00:00Z,4,1037.142,1070.282,00:00-06:00
Málaga,A-7,2026-01-18T03:00:00Z,2,1066.293,1074.14,00:00-06:00
Málaga,A-7,2026-01-18T04:00:00Z,3,986.527,1061.133,00:00-06:00
Málaga,MA-20,2026-01-18T05:00:00Z,2,6.072,6.517,00:00-06:00
Málaga,A-7,2026-01-18T06:00:00Z,1,981.308,981.308,06:00-12:00
Málaga,A-397,2026-01-18T07:00:00Z,1,5.078,5.078,06:00-12:00
Málaga,A-357,2026-01-18T08:00:00Z,1,42.838,42.838,06:00-12:00
Málaga,A-7,2026-01-18T09:00:00Z,4,945.917,1036.49,06:00-12:00
Málaga,A-7,2026-01-18T10:00:00Z,5,957.564,1059.649,06:00-12:00
Málaga,A-343,2026-01-18T11:00:00Z,3,6.561,42.063,06:00-12:00
Málaga,A-7,2026-01-18T12:00:00Z,6,962.887,1036.745,12:00-18:00
Málaga,A-366,2026-01-18T16:00:00Z,1,60.731,60.731,12:00-18:00
Málaga,A-45,2026-01-18T17:00:00Z,1,117.229,117.229,12:00-18:00
